Rainfall_mm,Slope_Angle,Soil_Saturation,Vegetation_Cover,Earthquake_Activity,Proximity_to_Water,Landslide,Soil_Type_Gravel,Soil_Type_Sand,Soil_Type_Silt
185.7219980499,56.7952093158,0.7872276217,0.2865197652,5.9014391061,0.6152536533,1,0,0,1
264.0636467524,42.9522757671,0.8816333085,0.4740688347,4.9395125396,0.8275530523,1,0,0,1
175.6062544969,26.0662290208,0.681779349,0.2361646224,5.2764518936,0.6700325378,1,0,0,1
220.2495278901,52.0743459653,0.6493603261,0.3505289407,4.6961768223,0.4381786132,1,0,0,0
275.877059247,30.6237854649,0.6099886648,0.2796155072,4.5936963919,0.4656825418,1,0,0,0
266.0071571673,57.0238052777,0.67565564,0.4689469939,5.7390616309,0.8014457762,1,0,0,0
208.8140365357,51.2769377224,0.6501945187,0.4091085679,4.5923333123,0.8564934028,1,0,0,0
275.2598918183,57.4574313205,0.7463543238,0.227219829,5.873565015,0.5247356377,1,0,0,0
266.2866077752,33.2048960004,0.7380334982,0.1120415489,6.4037308114,0.0414991672,1,0,0,0
245.5642051237,45.9052347124,0.8613533994,0.1769239584,4.739136354,0.9471614629,1,0,0,1
282.7282676544,50.8673441579,0.7109858719,0.2126464168,6.4084008011,0.678113831,1,0,0,1
231.45321463,37.1410091728,0.7742579162,0.4177923271,4.6953228887,0.0789394029,1,0,0,1
216.4197204816,34.1366984182,0.7373546809,0.4338287161,6.3387112838,0.9389964221,1,0,0,1
217.9220571316,31.9471876112,0.6659539106,0.1959957455,5.7753316014,0.150472271,1,0,0,0
295.2114572176,40.635008454,0.8006071841,0.1986634463,5.1774006311,0.9047663417,1,0,0,1
247.1274697265,34.5564216765,0.6708770004,0.2177066947,4.2869923181,0.0556055217,1,0,0,0
151.0316943329,32.4356547018,0.8654094376,0.2644789956,5.0060156482,0.3567687116,1,0,0,0
263.6196668176,35.3275322243,0.7195428541,0.1428228714,5.1001451163,0.1846324573,1,0,0,1
201.3161431295,40.0485166923,0.9323796684,0.1479564374,5.8373146185,0.1169235355,1,0,0,0
252.3229742342,58.2464883886,0.6548357832,0.3935532523,5.5805953772,0.1165830746,1,0,0,1
232.0043523108,56.584456165,0.7375830746,0.3932000429,5.6466533873,0.1058532359,1,0,0,1
280.9529091045,43.3100057244,0.8798759636,0.2643428367,5.4014495225,0.0108110836,1,0,0,1
273.9826611287,53.0343245141,0.6417818072,0.3307429525,5.1599542454,0.0921679585,1,0,0,1
237.7617663309,32.9196337786,0.9582791853,0.4134000323,5.7492630152,0.6587176387,1,0,0,0
229.8437813927,28.6142753106,0.6690095508,0.3271897189,4.7408940338,0.246244161,1,0,0,0
213.5321873988,52.7749729089,0.6127113937,0.4128203077,4.6001768512,0.050349527,1,0,0,1
157.9147886789,49.2203939581,0.7831715978,0.1906086504,5.5349257658,0.1378852694,1,0,0,0
253.3143811217,56.4210248278,0.8980717981,0.1305759444,6.239710453,0.3625597966,1,0,0,1
270.8571788502,36.4862818979,0.6836237495,0.1338753368,5.1667328022,0.9128924447,1,0,0,1
234.8532258212,31.3935334484,0.6558395469,0.330588975,5.9047090297,0.4591240233,1,0,0,0
195.4928836274,57.6394207447,0.6474575063,0.4734997692,5.7096661296,0.601682164,1,0,0,0
290.566341738,35.9130747935,0.699908865,0.3616640617,5.5480975801,0.5621888111,1,0,0,1
257.2129914666,27.3957658398,0.7670667983,0.1465433941,5.5319895888,0.0440403794,1,0,0,0
254.0002730602,47.6882564084,0.6925920384,0.3725412053,6.3504579781,0.8146710047,1,0,0,1
241.7746530155,38.0710280796,0.7021345495,0.1423497273,4.8872442087,0.5316610238,1,0,0,0
230.6674402112,34.7334830273,0.6867824983,0.2152021384,5.3908200181,0.8273021497,1,0,0,1
156.2872825074,39.6714006566,0.6672814623,0.4517320863,5.3926012832,0.3176946975,1,0,0,1
295.3011908362,34.1820038373,0.725220058,0.4345993962,4.1255360792,0.9164205445,1,0,0,1
245.3121535293,47.0437229052,0.7612842533,0.4009591529,5.3282350459,0.7809638636,1,0,0,0
209.7341690937,40.5366341312,0.9574378346,0.3632219935,4.0201477584,0.8446659091,1,0,0,1
214.6952559512,38.2664169884,0.966024293,0.200467707,6.1105308132,0.5474714899,1,0,0,1
191.1576907804,56.555405185,0.6860817919,0.4537420602,5.3985135643,0.0063790434,1,0,0,1
296.7532180585,58.8011523437,0.758062119,0.3913483417,4.864515246,0.8204268203,1,0,0,1
216.0860292018,29.6341614724,0.7529009008,0.3477373817,5.1360078862,0.0257695988,1,0,0,1
240.5293209752,48.0827093578,0.8752182228,0.1481550315,6.3463244587,0.0656921165,1,0,0,0
283.0678975836,39.694704419,0.7987582074,0.4667768193,5.9407261938,0.1709364024,1,0,0,1
212.7217182244,51.5049042396,0.9591858587,0.1336510649,4.9827597689,0.8049637304,1,0,0,0
157.8586943392,30.5868715501,0.7342493092,0.1307229764,4.5874856938,0.8349472057,1,0,0,0
296.2035894073,29.7410837878,0.6925900855,0.4473638096,6.3161594949,0.9269163463,1,0,0,1
182.0547212356,39.7001425928,0.6038747531,0.4431820364,5.8278933611,0.0113025366,1,0,0,1
268.1057937224,35.7251487946,0.6161032012,0.3353408884,4.9942110361,0.006257471,1,0,0,0
159.2828552521,43.7378779414,0.8264286586,0.4005811778,4.3299132991,0.5498685628,1,0,0,0
157.5859655736,39.9142433283,0.9329454159,0.4222595221,4.5607963971,0.2593884007,1,0,0,1
163.1386946109,28.1470685701,0.6772997661,0.1202236752,5.5661425492,0.0835249147,1,0,0,0
181.6688913837,51.3363918155,0.6205175396,0.2970141523,5.1052675867,0.4843911856,1,0,0,0
254.0708335451,44.3466828812,0.6865002113,0.1834353471,4.7409800172,0.1538999047,1,0,0,0
172.3874204612,34.3861028711,0.7444298905,0.2633822326,5.6992430421,0.8273565548,1,0,0,0
237.7257947533,36.8136363059,0.9211404836,0.1986079623,6.4400817465,0.8860861088,1,0,0,1
284.35349164,35.4050521498,0.6919975016,0.2645215888,4.601328963,0.7905205103,1,0,0,0
171.1661391032,44.0953742627,0.6422366184,0.1181178574,5.6409646485,0.3604745051,1,0,0,0
250.6906237844,34.4725379694,0.6324918539,0.4970327182,4.3905037698,0.1172801478,1,0,0,0
175.359266766,37.3131752244,0.9046703505,0.3028329696,5.5947546864,0.4676812125,1,0,0,0
242.908495405,39.3916666554,0.7709945816,0.232113867,5.4105795417,0.6448612228,0,0,0,1
153.5298741621,40.0368002364,0.7115752304,0.1516697781,4.248866282,0.0162003973,1,0,0,0
272.7570637169,26.404860068,0.9559653505,0.4967850989,4.7351686554,0.7809193564,1,0,0,1
268.7195311334,46.0864440746,0.804655433,0.1244028572,4.7195782471,0.6738388983,0,0,0,1
277.0330836643,36.3515282073,0.8705934998,0.3376967309,5.5078753003,0.0054049237,1,0,0,1
150.2019406435,38.2335269426,0.657358148,0.1073544569,5.1601667235,0.2333328226,1,0,0,1
243.7995254932,51.1477393495,0.6874855556,0.1239773203,4.3274343575,0.1220074136,1,0,0,1
255.207492834,28.9704285986,0.9987636874,0.1733809605,5.4853546569,0.3319715047,1,0,0,1
219.8005400909,25.4788845166,0.632639488,0.2034366365,4.0696306021,0.7774554672,1,0,0,1
250.9270700233,50.3489084625,0.7970396021,0.3533646961,6.0138147839,0.0504167736,1,0,0,1
283.5576481283,45.1908420459,0.8255678267,0.3001114141,4.1734852148,0.8398203522,1,0,0,1
169.122852021,53.0072221689,0.9452036184,0.1602749948,6.1289857983,0.2933534214,1,0,0,0
228.8205461034,49.4241474927,0.9601056445,0.4168764779,5.6909026697,0.6144857775,1,0,0,1
237.1793135581,33.877244443,0.9025337078,0.1326669103,6.310717677,0.6337115998,1,0,0,0
239.0192074057,25.5685205123,0.8915112218,0.229412165,5.6626399725,0.1273694734,1,0,0,1
168.9406705662,53.4702068813,0.9697017098,0.2842679319,5.2474277923,0.1034341149,1,0,0,0
210.3040825332,50.5128720037,0.9119283536,0.1472874489,4.0000767971,0.3227265727,1,0,0,0
233.1535021825,30.1876111735,0.6368395017,0.4261105324,6.2360109716,0.5657449506,1,0,0,1
227.169199161,27.9769734921,0.8195491206,0.2519916316,5.5178382022,0.2257277238,1,0,0,1
208.4849619437,41.8016582059,0.6552061948,0.1324154442,6.0743071658,0.4441035569,1,0,0,1
229.7807649758,55.5766485058,0.9982275602,0.3330857797,6.0311845526,0.4764612712,1,0,0,1
197.7456142039,42.1162521358,0.9438225588,0.3369205484,5.736634432,0.6323962565,1,0,0,0
169.2488793283,45.247237788,0.8773688512,0.3802445986,5.8836802766,0.4259377085,1,0,0,1
299.2026247795,28.2375153279,0.9121391451,0.3694806934,5.9187470765,0.4430337063,1,0,0,1
242.5658916643,54.7485765676,0.6784982867,0.150219916,6.4086998687,0.2822624704,1,0,0,1
194.7113475787,34.7245807122,0.9086048248,0.3607603462,6.0810429585,0.5855876839,0,0,0,0
231.6517331451,33.1809277213,0.8551096567,0.4280270008,4.1039473996,0.2717865161,1,0,0,0
209.8750191767,45.9508287592,0.8611798633,0.1615678039,6.4425791914,0.5831302191,1,0,0,1
259.5332576636,37.7687864573,0.8563862112,0.2864726365,4.4748403411,0.7704472211,1,0,0,1
200.5954254701,57.9551898457,0.8118855864,0.3929553786,6.3102692898,0.7665273162,1,0,0,0
255.3161181171,36.5973276558,0.8702651609,0.2583748905,5.8906344786,0.3072389618,1,0,0,1
205.5036786214,44.2665121986,0.9160059366,0.2271930205,5.4493279153,0.3778392137,1,0,0,0
159.3055145443,36.8756843558,0.8023726617,0.1647692027,5.6452555451,0.1063372973,1,0,0,0
167.1209953964,57.9366891013,0.9490620289,0.2808346387,6.4645133021,0.3872744114,1,0,0,1
248.9535409396,40.4711697326,0.8592933875,0.1245785161,6.0343083593,0.7304924775,1,0,0,1
170.303315246,31.9173727207,0.6722072914,0.204988234,5.313146047,0.4014617791,1,0,0,1
200.7126614049,29.4388407893,0.7566969802,0.165064326,5.8359141912,0.6981984307,1,0,0,0
182.237479708,26.4687425705,0.7454581436,0.1394376921,4.2911946242,0.8030118815,0,0,0,1
231.0418339781,27.7748099621,0.8263402241,0.4632074182,4.9907815637,0.8787692498,1,0,0,1
233.7528472596,55.4478241514,0.7486186045,0.345760003,5.3091585401,0.7551336174,1,0,0,1
237.9935877426,53.9953534829,0.6320747027,0.2907355511,5.5752328172,0.3597940935,1,0,0,1
196.0458423314,31.83190076,0.8713964675,0.2292398807,6.4693738477,0.1771535232,1,0,0,1
258.3099096306,26.4099931572,0.7621691301,0.3065133197,5.4516130648,0.0104936411,1,0,0,0
284.2597933277,30.2199289079,0.9143701105,0.3471726239,4.8546182137,0.0861321391,1,0,0,1
272.1580168903,34.8117163393,0.6528718631,0.2759422559,5.6098914486,0.1164589305,1,0,0,0
169.0644360328,31.6249276071,0.7837325763,0.4008514798,6.2638470948,0.048362711,1,0,0,1
273.073137672,53.9219283833,0.8352001854,0.2412411556,5.9994584111,0.2181743296,1,0,0,1
290.3067241961,41.314070243,0.7781546104,0.1058268619,4.6184993676,0.5411138249,0,0,0,0
240.7634277811,32.7170673795,0.8502603158,0.3286430598,4.4620959949,0.8248537675,1,0,0,1
268.1613282454,34.9177424112,0.9348948873,0.317199253,4.9345202722,0.4418337048,1,0,0,0
174.5050137598,31.4560667871,0.6809175797,0.2546828228,4.1278755141,0.8548057788,1,0,0,0
292.8622958995,55.924765493,0.7082479979,0.1776651476,5.1860872341,0.062041417,1,0,0,0
160.6733518317,45.0853047387,0.82640737,0.4512134051,5.3946841892,0.1135406423,1,0,0,0
287.6314514481,52.223393556,0.9289356446,0.4611055152,5.3122499668,0.0455851579,1,0,0,1
291.8956334768,54.4757881828,0.7186449929,0.1308750121,4.424717683,0.7964843893,1,0,0,0
263.513713537,48.8195356623,0.6664299409,0.1236423284,5.7268157878,0.948980667,1,0,0,0
171.383483255,38.3748816191,0.8218927213,0.1307032248,4.0104686091,0.0554158884,1,0,0,0
199.6719733746,51.8090051199,0.7654714716,0.3611891688,5.4490477431,0.1770822554,1,0,0,1
164.7636283652,58.4852151861,0.83974389,0.3914625137,4.7884093582,0.4904085192,1,0,0,1
175.4256137799,26.7841206958,0.847011646,0.1831133684,5.4692425457,0.4750898729,1,0,0,0
288.3651425484,27.5457231723,0.7122403253,0.2399751414,5.9560645305,0.3249227944,1,0,0,0
253.0943343874,58.6565532466,0.8920973337,0.2959481907,5.5767936112,0.9782206685,1,0,0,0
177.1337852068,52.9705289887,0.7336770857,0.3923481383,5.0500275107,0.3721202152,1,0,0,0
228.2826492237,27.3790654937,0.6724902244,0.4828787854,6.2253451336,0.415818568,1,0,0,0
232.2882622582,39.0958819661,0.8078446703,0.4986105235,4.3380432843,0.7689200446,1,0,0,1
299.1122481968,25.3877493408,0.8920693813,0.3287157264,5.0851304402,0.9915327758,1,0,0,0
181.2473085013,37.4403768077,0.867687612,0.2935210159,5.0459738334,0.9386648133,1,0,0,1
202.4781576271,33.5330678199,0.8623613252,0.1795256244,4.787526268,0.2101071929,1,0,0,1
261.3407088378,25.8819683187,0.7419327422,0.4120850594,5.4097323026,0.3305610023,1,0,0,1
261.7105091744,39.4341071164,0.6783022426,0.3052700329,4.3262613991,0.1331821257,1,0,0,0
189.1999526828,39.6684815521,0.8397197148,0.3054831421,4.7204613149,0.4155140631,1,0,0,1
286.2022634062,33.4902393126,0.636523521,0.2274758416,4.2616899263,0.1744092671,1,0,0,0
220.7474236126,28.1997697136,0.8502727649,0.3202126722,5.0184138105,0.2536127709,0,0,0,0
246.3129761029,34.6437798499,0.79780845,0.1486781227,5.470234094,0.5969452234,1,0,0,1
271.524163494,40.0385677174,0.8999439725,0.4652165868,5.4303074093,0.1646205132,1,0,0,0
177.1757776275,52.6741885665,0.7538930306,0.2743980722,5.4851236639,0.4264997472,1,0,0,0
242.3131169731,27.8551223964,0.6351152948,0.1687317841,5.2951937451,0.5789776466,1,0,0,1
152.1913495663,37.6131422327,0.8419357717,0.2549805184,6.1586997373,0.7986557804,1,0,0,0
289.912940859,25.7048247132,0.6615134822,0.4544685176,5.1462964055,0.80771782,1,0,0,1
282.8870993246,53.562766482,0.6075781613,0.3943671814,4.520998934,0.8797524023,1,0,0,0
157.3831371811,33.0878298506,0.958954287,0.2024766058,4.5516276491,0.0246179838,1,0,0,0
181.4183654264,39.5691973241,0.7426285304,0.4646903508,4.1007223643,0.3125980249,1,0,0,0
211.6023949515,32.3391597101,0.9906244093,0.3582410308,6.3363597018,0.3739471345,0,0,0,1
282.9432324684,30.2979909942,0.6607544689,0.23142326,4.1361651184,0.6717088592,0,0,0,0
259.3964700716,45.1271200711,0.6827271573,0.3017823767,4.7804743414,0.2065810162,1,0,0,1
196.9899714871,47.2623947123,0.7593122196,0.1027258792,5.3085179627,0.78338722,1,0,0,1
286.3879041655,37.958126499,0.9005115697,0.4587981157,6.1153105263,0.6577161473,1,0,0,0
246.2352850028,25.8949429681,0.9151880534,0.461299242,4.6685381962,0.2485398209,1,0,0,0
197.5413932651,53.3089213222,0.9501954602,0.220986527,6.1467453031,0.7850836572,1,0,0,0
191.0547686518,56.913652004,0.639003077,0.4413316866,4.8204001809,0.5005793174,1,0,0,0
246.8587565027,42.8699643055,0.6479811767,0.2248256179,6.0059900764,0.0051396276,1,0,0,1
216.8114281659,27.9489382096,0.873061042,0.1942491405,6.3589353601,0.9457497022,1,0,0,0
196.9379322043,55.0477259093,0.6526747614,0.3820163625,5.8549443238,0.6468372289,1,0,0,1
243.7469622564,47.3422702097,0.7228582592,0.443871834,6.3986804574,0.84909802,1,0,0,1
207.5095711587,30.8897505978,0.934576877,0.3195638527,4.472989481,0.5778279715,1,0,0,1
196.1811187912,41.7020027796,0.9172252113,0.492496639,6.331222309,0.1054013774,1,0,0,0
275.8280792856,48.4854543187,0.8788096664,0.2451931362,6.1981988904,0.1392468446,1,0,0,1
241.8012794939,35.7205348911,0.730443141,0.1283663838,4.8744901545,0.6313759776,1,0,0,1
190.5838884732,33.7077126059,0.9768232878,0.2193089817,5.9387632418,0.582628646,1,0,0,1
299.321122852,56.9030154053,0.6886069088,0.122464804,4.6390977345,0.3440916178,1,0,0,1
228.0815755957,40.4232709199,0.9519658507,0.3022083167,5.2693945955,0.0631299092,1,0,0,1
209.5132584683,41.5902193082,0.7805066456,0.447669943,5.3251561376,0.4221922339,1,0,0,1
267.759588157,31.8499424035,0.9281013276,0.3594988456,5.0474244344,0.2768699695,1,0,0,0
156.9094595523,57.5788426247,0.8643194119,0.3985451537,4.778929349,0.4352622797,1,0,0,0
288.1037101168,37.0755893974,0.6218930828,0.1816968425,5.0467378583,0.105405286,1,0,0,0
233.0735160951,42.9542772437,0.7125571929,0.428891245,5.8821216397,0.0676047495,1,0,0,0
258.6043783159,57.5082786241,0.7722143284,0.1476562688,5.2809820518,0.0730035929,1,0,0,1
261.6042870522,49.8850336682,0.6937997911,0.3997516067,6.2946022077,0.2327283489,1,0,0,1
158.0745787363,31.6456365184,0.6155831385,0.2567243578,6.0060044611,0.739091422,1,0,0,0
252.9770914565,53.5275235237,0.9509808506,0.4092734005,5.6789693573,0.7780463065,1,0,0,1
219.1100400363,59.6094189456,0.7932928304,0.4947583782,5.886423403,0.7825001444,1,0,0,1
282.9753789963,38.9524872975,0.9451689574,0.206830003,5.3366523077,0.0069822619,1,0,0,0
210.5221453541,33.2164047604,0.9275477082,0.2349322435,6.0688092349,0.9918891959,1,0,0,1
292.7095292969,29.7957318513,0.8150338503,0.173968119,5.0703879326,0.2913610728,1,0,0,0
212.6092173494,38.1903408122,0.95036197,0.4621195996,5.2323924291,0.5370413147,1,0,0,0
275.9996640907,36.8762992479,0.8835596451,0.4975135902,4.7865722723,0.1642868433,1,0,0,0
267.4742146386,29.2874251688,0.8539626637,0.1495384107,4.176339094,0.7608859777,1,0,0,0
156.4109409093,55.2628324111,0.6474642458,0.1687506049,5.1913161771,0.8596453454,1,0,0,0
175.3215008677,54.888000875,0.6052915252,0.3047121826,5.9236064486,0.5024656498,1,0,0,1
152.1571853976,53.1043455458,0.9923175222,0.3423704782,5.2592709677,0.377053931,1,0,0,1
208.9981005578,44.0594363629,0.6639519053,0.3764986655,4.4189163483,0.4472010322,1,0,0,0
274.4731897076,47.9153871974,0.7644816269,0.3653450136,4.2955560302,0.0874465018,1,0,0,1
206.6044765195,39.4730785601,0.6159245758,0.2095952398,6.3891236682,0.9696159389,1,0,0,1
260.2062855398,49.4858786558,0.9411705535,0.1463292329,5.7648905915,0.7635158437,1,0,0,1
166.3023809062,59.3440152087,0.7526465996,0.4100938156,4.856477707,0.6285664006,0,0,0,0
244.9894802414,40.7598869341,0.8124437985,0.3982870665,6.0648522978,0.8082682112,1,0,0,0
160.3555405367,36.7176164662,0.7254812499,0.3542581288,4.8898944337,0.824806948,1,0,0,0
253.3215755385,44.3177726371,0.6967352782,0.2703990078,6.4193570621,0.299897593,1,0,0,0
246.4192605759,46.0330919588,0.8784319446,0.2450007938,6.0599941297,0.1931600084,1,0,0,0
220.6962411861,41.5380404987,0.7512898061,0.3069173929,5.0327684943,0.6838701249,1,0,0,0
153.8022906396,49.1516410943,0.7264405246,0.1222963414,5.5245319039,0.0870712056,1,0,0,0
180.3224098838,44.0921619173,0.6828228334,0.3175892445,4.5789975619,0.0060470432,1,0,0,0
222.5790328296,29.3136610346,0.7230716358,0.4704238239,4.4042363832,0.5815642044,1,0,0,1
257.2043512854,33.4076801623,0.7775085356,0.2129471676,4.2023843403,0.1954580004,1,0,0,0
174.9344043077,57.077120289,0.7311352795,0.248832902,5.8995591461,0.0038371455,0,0,0,0
225.3012296609,45.4094738209,0.8315861281,0.121804771,4.7851095173,0.4650363342,1,0,0,0
184.0467809207,51.0366815556,0.9676832124,0.269508048,4.8553315003,0.624240737,1,0,0,1
274.4077725214,31.6617941283,0.9668882367,0.3214234131,4.7480800108,0.8118067184,1,0,0,1
201.2773562876,40.1793015962,0.9393887098,0.2453021407,5.9848378336,0.6013840707,1,0,0,0
200.8830447588,44.0608407049,0.6164272691,0.3979300302,5.1148888627,0.4018762712,1,0,0,0
251.0634344676,40.7622635023,0.8995852603,0.2427929718,5.5868603528,0.6617038455,1,0,0,1
182.8689097006,28.9495115514,0.8385735819,0.2938758068,4.0671691351,0.2160314404,1,0,0,1
295.0906785555,50.0293756936,0.982853933,0.2708420181,5.1877508517,0.9621021042,1,0,0,1
230.3451750881,46.6401779564,0.8722689493,0.3666926119,5.2774268576,0.0009434153,1,0,0,1
155.8897577473,59.2049338112,0.6969414781,0.3653242838,6.097749247,0.7381682705,1,0,0,1
278.5446622164,57.8550122381,0.7969449214,0.3803462797,6.1388778086,0.57356328,1,0,0,1
201.2461669036,47.6962594915,0.6273762837,0.4589589273,4.2984525283,0.8421068625,1,0,0,1
242.1199764281,36.4038604407,0.676694487,0.3221989121,5.4597982232,0.8696496848,1,0,0,1
163.2201646465,52.1879453023,0.9390190532,0.1727270611,5.0758663309,0.7398678266,1,0,0,1
268.3534266822,29.1687287557,0.6562188512,0.2145894951,5.295192913,0.3220675352,1,0,0,1
233.9616992001,55.0277219899,0.866770979,0.2741585294,6.382800286,0.6961924503,1,0,0,1
178.9305853034,28.2450183784,0.8128891499,0.4286566279,4.2534496062,0.3027751283,1,0,0,0
229.8706361826,44.7545805723,0.8402332788,0.1665021321,4.9493435121,0.8983552752,1,0,0,1
237.4029219832,29.34375787,0.6485659622,0.3884529429,4.4594616628,0.6666856519,1,0,0,0
243.506934894,46.086420966,0.7959143472,0.3114626416,4.8361063178,0.7280122578,1,0,0,0
271.9721482752,34.011764165,0.9097677978,0.2542214258,5.2667144771,0.4377168249,1,0,0,1
191.5131197927,44.5359914362,0.7388009342,0.4731470761,6.306612849,0.2878796781,1,0,0,0
258.7044381393,54.2745458803,0.9449958488,0.2263988565,6.130530978,0.0120030273,1,0,0,1
232.9222313578,50.9232253373,0.794007195,0.1341612121,6.4311534751,0.1795997814,1,0,0,1
192.2025932781,41.0151366288,0.7901543421,0.4132000925,5.8753830736,0.8374725196,1,0,0,1
185.972992831,31.8235395025,0.8019645805,0.4074988525,4.1548662964,0.4662532815,1,0,0,1
268.7903434446,39.0807464484,0.7699814076,0.2531532589,5.7976890513,0.4378998871,1,0,0,0
276.5990207913,34.1842931771,0.768685047,0.115969013,5.1226962853,0.3461968867,1,0,0,1
248.0680126687,37.2569538358,0.8468878332,0.4539231788,4.5783941056,0.7665959447,1,0,0,0
294.9411446622,58.9526059833,0.9460284398,0.3403168597,5.7521642431,0.8481814983,1,0,0,1
252.7761769917,35.1515409862,0.6805855684,0.2060834148,4.4243980035,0.9246417911,1,0,0,1
158.4336442276,41.9972004445,0.9651203202,0.3441452031,5.3660176855,0.31738885,1,0,0,0
183.0478647933,43.0356815798,0.6409468338,0.4007083151,6.2655837986,0.9636851887,1,0,0,1
206.547925093,46.1124571735,0.6318860293,0.3732457143,6.3314167718,0.345858858,1,0,0,1
155.2822760288,51.1162873493,0.9208153081,0.164237478,5.3433512421,0.8992489183,1,0,0,0
243.5257966871,29.5950790202,0.7238766844,0.1807179793,6.2720662443,0.4023730507,1,0,0,1
194.7010285791,46.8917321149,0.6619430296,0.2491999342,4.5225925935,0.6166219782,1,0,0,1
156.0500778208,36.4159588945,0.7874227978,0.1591833336,6.461636194,0.2060056786,1,0,0,1
292.8143477479,36.9653019079,0.9943214638,0.435443555,6.0214263354,0.0344313086,1,0,0,1
216.8738324741,53.5829335121,0.9540955515,0.134682627,5.3459077553,0.6345564677,1,0,0,1
243.1779483291,29.2261322564,0.9907862185,0.1747725718,5.1131850619,0.6766172336,1,0,0,0
204.5105897999,57.8363410384,0.7102267105,0.2328690088,5.752021045,0.9236648375,1,0,0,1
299.6277196759,26.1357876877,0.6942352913,0.2241228463,4.9978152511,0.2827654571,1,0,0,1
195.6735636531,59.4031407844,0.8571109654,0.3870704631,6.4415440933,0.2390145347,1,0,0,1
244.3309345482,47.4133261325,0.9402016913,0.3963477074,5.3564333174,0.326220507,1,0,0,0
263.428835116,38.7814299548,0.8432845507,0.2778294004,5.8559248427,0.9243095671,1,0,0,1
184.5579959079,35.1235365987,0.747741652,0.3654970955,4.2955959812,0.0573918437,1,0,0,0
237.4960872276,55.952019979,0.6606971652,0.3391232054,5.6618480123,0.0774829738,1,0,0,1
192.3470751316,45.4853889917,0.7025652111,0.4735911897,4.327646577,0.0384008773,1,0,0,1
205.2375161093,59.2661144277,0.768294625,0.3007781621,6.2748253954,0.3597198619,1,0,0,1
230.4233079379,50.1076963563,0.7774253382,0.4755507901,4.7373645601,0.96670614,1,0,0,1
254.5749381436,27.9128073173,0.9451838493,0.2922239763,4.1718847661,0.0304158808,1,0,0,0
259.031535921,55.5904784958,0.6882850344,0.1633792149,4.1555127288,0.9718453013,1,0,0,0
226.8922866155,35.1806898981,0.7877627368,0.4431431134,4.762257811,0.1756721,1,0,0,1
226.9784837565,50.0383356013,0.9893043532,0.1805625237,4.0238583827,0.3327294765,1,0,0,0
290.9886559329,37.0059349407,0.9952496304,0.2940921823,4.4479097957,0.4502362867,1,0,0,0
188.2123061005,37.3159692021,0.8822461219,0.3086203936,4.3116185725,0.2818250033,1,0,0,0
177.6452095425,26.3776657937,0.6087386848,0.4097942412,4.3360835684,0.4144083977,1,0,0,0
290.3739200104,40.9970880743,0.7161020421,0.3247741014,4.2798364453,0.8933044938,1,0,0,1
214.9259881586,43.7439865584,0.790793357,0.2556834474,6.2185613384,0.7851898844,1,0,0,0
223.1109454651,58.0880077365,0.6228946774,0.4723994479,4.126268481,0.2786943159,1,0,0,1
293.8307809786,29.9985006566,0.8319318304,0.213020107,4.6975207259,0.7090015113,1,0,0,1
238.1440479923,53.7207126263,0.7569068166,0.279020742,5.8250043027,0.5104601313,1,0,0,0
188.8188612547,36.0759995806,0.6347868081,0.2212879135,6.4163960985,0.3929093356,1,0,0,0
188.8066421123,37.1517258647,0.9176729381,0.35008645,6.3440994499,0.0913257343,1,0,0,1
174.2171529049,58.626120597,0.8150160575,0.1056786538,4.6440799969,0.6883384115,1,0,0,0
262.3047717659,32.459974176,0.9468709418,0.4823372589,4.5917882646,0.4056452594,1,0,0,0
175.3742840764,59.2109797114,0.9413268747,0.2993332113,5.5081135567,0.2716641914,1,0,0,0
165.5634515304,35.339771271,0.636223787,0.3672013003,4.3333170409,0.7721520276,1,0,0,1
175.5693767372,38.4580534797,0.7387835802,0.272722838,5.9544495648,0.335843487,1,0,0,1
227.079978857,52.8825704155,0.7351926202,0.3821960099,4.4687611428,0.5045029241,1,0,0,0
189.1273868943,25.3180462233,0.8593190109,0.3044375286,5.1137945362,0.079605077,1,0,0,1
256.043447774,47.9021260879,0.9490079807,0.1976590242,5.1252746467,0.7180141781,1,0,0,0
205.8065351718,28.2357330963,0.7831601181,0.2577917563,6.1676504559,0.1244218869,1,0,0,1
239.9395890066,44.2622947594,0.8055821787,0.3760492471,6.0936239877,0.4434391028,1,0,0,1
198.1495568461,43.4132904638,0.8751076825,0.2093898061,5.8411829365,0.1064117629,1,0,0,1
273.2628625478,29.863914716,0.898919023,0.1191655472,6.3713008188,0.1922579185,1,0,0,1
196.4204323633,59.1216495484,0.7644453668,0.2778851107,5.4413624749,0.7863316554,1,0,0,1
210.7662081882,25.0947852437,0.9399785984,0.252356145,5.240106815,0.064094711,1,0,0,1
239.4213974325,50.8853412028,0.6843879562,0.436648803,4.0758845138,0.417391624,1,0,0,1
196.4503305602,57.8239029995,0.8708579867,0.1476085218,4.1723196953,0.3478223474,1,0,0,0
243.0352273442,44.0680379847,0.650257397,0.2158911935,4.5968794277,0.7603282214,1,0,0,1
258.3617076695,25.2587165506,0.8036541652,0.155727793,6.1655675764,0.9546663569,1,0,0,1
270.0206374128,33.4580622287,0.6272149256,0.2267616551,4.6669863736,0.4322310595,1,0,0,1
